row_number,player_name,team_abbreviation,age,gp,w,l,min,pts,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,pf,nba_fantasy_pts,dd2,td3,plus_minus,last_update,season
40,Walker Kessler,UTA,23,58,14,44,1740.3,641,278,419,66.3,6,34,17.6,79,152,52.0,266,441,707,97,86,36,138,130,2071,28,0,-329,2025-04-07 11:37:37.144203,2024-25
40,Wendell Carter Jr.,ORL,25,65,29,36,1682.5,589,215,468,45.9,36,151,23.8,123,166,74.1,146,331,477,129,70,44,38,194,1531,10,0,-11,2025-04-07 11:37:37.144203,2024-25
40,Wendell Moore Jr.,CHA,23,33,11,22,447.4,133,52,112,46.4,11,33,33.3,18,22,81.8,28,61,89,37,22,18,5,30,342,1,0,-97,2025-04-07 11:37:37.144203,2024-25
40,Xavier Tillman,BOS,26,32,26,6,223.5,32,12,52,23.1,5,32,15.6,3,4,75.0,10,32,42,7,14,11,5,17,127,0,0,-13,2025-04-07 11:37:37.144203,2024-25
40,Yuki Kawamura,MEM,23,20,16,4,63.1,24,8,22,36.4,4,16,25.0,4,6,66.7,0,7,7,14,4,1,0,7,52,0,0,0,2025-04-07 11:37:37.144203,2024-25
40,Yuri Collins,GSW,24,2,2,0,16.3,2,1,3,33.3,0,0,0.0,0,0,0.0,2,1,3,4,0,2,0,5,18,0,0,-5,2025-04-07 11:37:37.144203,2024-25
40,Yves Missi,NOP,20,72,19,53,1936.9,656,265,486,54.5,0,1,0.0,126,201,62.7,252,344,596,99,81,37,98,145,1844,14,0,-493,2025-04-07 11:37:37.144203,2024-25
40,Zaccharie Risacher,ATL,19,71,35,36,1757.3,878,332,739,44.9,112,324,34.6,102,141,72.3,86,172,258,89,88,50,35,141,1488,1,0,-151,2025-04-07 11:37:37.144203,2024-25
40,Zach Collins,CHI,27,60,31,29,905.2,379,143,281,50.9,30,99,30.3,63,72,87.5,94,169,263,103,52,28,28,127,965,4,0,-33,2025-04-07 11:37:37.144203,2024-25
40,Zach Edey,MEM,22,63,34,29,1321.4,578,239,416,57.5,18,50,36.0,82,115,71.3,220,284,504,64,80,32,81,171,1538,11,0,134,2025-04-07 11:37:37.144203,2024-25
40,Zach LaVine,SAC,30,70,30,40,2446.8,1612,584,1141,51.2,219,499,43.9,225,273,82.4,22,286,308,288,200,57,12,112,2421,5,0,-68,2025-04-07 11:37:37.144203,2024-25
40,Zeke Nnaji,DEN,24,56,35,21,601.6,183,70,140,50.0,17,51,33.3,26,42,61.9,33,56,89,23,14,25,38,62,499,0,0,-13,2025-04-07 11:37:37.144203,2024-25
40,Ziaire Williams,BKN,23,61,21,40,1509.0,614,209,508,41.1,100,295,33.9,96,116,82.8,60,222,282,83,66,60,26,145,1269,2,0,-315,2025-04-07 11:37:37.144203,2024-25
40,Zyon Pullin,MEM,24,3,1,2,2.6,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2025-04-07 11:37:37.144203,2024-25
